"Document ID","Title","Document Date","Author","Recipient","Source","Collection","Series","Box","Document Length","Image File Name","Genre"
"PJB:163","Speech before the National Association of FM Broadcasters, Marriot Hotel, September 20, 1975 (2 of 3)","1975-09-20","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 28",15,"PJB163_0001.tif | PJB163_0002.tif | PJB163_0003.tif | PJB163_0004.tif | PJB163_0005.tif | PJB163_0006.tif | PJB163_0007.tif | PJB163_0008.tif | PJB163_0009.tif | PJB163_0010.tif | PJB163_0011.tif | PJB163_0012.tif | PJB163_0013.tif | PJB163_0014.tif | PJB163_0015.tif","Speech"
"PJB:164","Speech before the National Association of FM Broadcasters, Marriot Hotel, September 20, 1975 (3 of 3)","1975-09-20","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 28",23,"PJB164_0001.tif | PJB164_0002.tif | PJB164_0003.tif | PJB164_0004.tif | PJB164_0005.tif | PJB164_0006.tif | PJB164_0007.tif | PJB164_0008.tif | PJB164_0009.tif | PJB164_0010.tif | PJB164_0011.tif | PJB164_0012.tif | PJB164_0013.tif | PJB164_0014.tif | PJB164_0015.tif | PJB164_0016.tif | PJB164_0017.tif | PJB164_0018.tif | PJB164_0019.tif | PJB164_0020.tif | PJB164_0021.tif | PJB164_0022.tif | PJB164_0023.tif","Speech"
"PJB:165","Speech concerning the Black Ghetto, 1975 October 17","1975-10-17","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 1",16,"PJB165_0001.tif | PJB165_0002.tif | PJB165_0003.tif | PJB165_0004.tif | PJB165_0005.tif | PJB165_0006.tif | PJB165_0007.tif | PJB165_0008.tif | PJB165_0009.tif | PJB165_0010.tif | PJB165_0011.tif | PJB165_0012.tif | PJB165_0013.tif | PJB165_0014.tif | PJB165_0015.tif | PJB165_0016.tif","Speech"
"PJB:166","Speech concerning black gains as a family affair, Los Angeles, California, 1975 November 18","1975-11-18","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 2",20,"PJB166_0001.tif | PJB166_0002.tif | PJB166_0003.tif | PJB166_0004.tif | PJB166_0005.tif | PJB166_0006.tif | PJB166_0007.tif | PJB166_0008.tif | PJB166_0009.tif | PJB166_0010.tif | PJB166_0011.tif | PJB166_0012.tif | PJB166_0013.tif | PJB166_0014.tif | PJB166_0015.tif | PJB166_0016.tif | PJB166_0017.tif | PJB166_0018.tif | PJB166_0019.tif | PJB166_0020.tif | PJB166_0021.tif | PJB166_0022.tif | PJB166_0023.tif","Speech"
"PJB:167","Remarks prepared for delivery to: The California School Boards Association, December 12, 1975, Sacramento, CA","1975-12-12","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 3",27,"PJB167_0001.tif | PJB167_0002.tif | PJB167_0003.tif | PJB167_0004.tif | PJB167_0005.tif | PJB167_0006.tif | PJB167_0007.tif | PJB167_0008.tif | PJB167_0009.tif | PJB167_0010.tif | PJB167_0011.tif | PJB167_0012.tif | PJB167_0013.tif | PJB167_0014.tif | PJB167_0015.tif | PJB167_0016.tif | PJB167_0017.tif | PJB167_0018.tif | PJB167_0019.tif | PJB167_0020.tif | PJB167_0021.tif | PJB167_0022.tif | PJB167_0023.tif | PJB167_0024.tif | PJB167_0025.tif | PJB167_0026.tif | PJB167_0027.tif","Speech"
"PJB:168","Speech concerning the power of the media: black journalists, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 4",20,"PJB168_0001.tif | PJB168_0002.tif | PJB168_0003.tif | PJB168_0004.tif | PJB168_0005.tif | PJB168_0006.tif | PJB168_0007.tif | PJB168_0008.tif | PJB168_0009.tif | PJB168_0010.tif | PJB168_0011.tif | PJB168_0012.tif | PJB168_0013.tif | PJB168_0014.tif | PJB168_0015.tif | PJB168_0016.tif | PJB168_0017.tif | PJB168_0018.tif | PJB168_0019.tif | PJB168_0020.tif","Speech"
"PJB:169","Speech concerning the seventies and the black problem, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 5",18,"PJB169_0001.tif | PJB169_0002.tif | PJB169_0003.tif | PJB169_0004.tif | PJB169_0005.tif | PJB169_0006.tif | PJB169_0007.tif | PJB169_0008.tif | PJB169_0009.tif | PJB169_0010.tif | PJB169_0011.tif | PJB169_0012.tif | PJB169_0013.tif | PJB169_0014.tif | PJB169_0015.tif | PJB169_0016.tif | PJB169_0017.tif | PJB169_0018.tif","Speech"
"PJB:170","Commencement Address, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 6",7,"PJB170_0001.tif | PJB170_0002.tif | PJB170_0003.tif | PJB170_0004.tif | PJB170_0005.tif | PJB170_0006.tif | PJB170_0007.tif","Speech"
"PJB:171","Speech concerning the Democratic Party and black people, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 7",11,"PJB171_0001.tif | PJB171_0002.tif | PJB171_0003.tif | PJB171_0004.tif | PJB171_0005.tif | PJB171_0006.tif | PJB171_0007.tif | PJB171_0008.tif | PJB171_0009.tif | PJB171_0010.tif | PJB171_0011.tif","Speech"
"PJB:172","Speech concerning African Liberation, 1975 (1 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 8",4,"PJB172_0001.tif | PJB172_0002.tif | PJB172_0003.tif | PJB172_0004.tif | PJB172_0005.tif","Speech"
"PJB:173","Speech concerning African Liberation, 1975 (2 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 8",16,"PJB173_0001.tif | PJB173_0002.tif | PJB173_0003.tif | PJB173_0004.tif | PJB173_0005.tif | PJB173_0006.tif | PJB173_0007.tif | PJB173_0008.tif | PJB173_0009.tif | PJB173_0010.tif | PJB173_0011.tif | PJB173_0012.tif | PJB173_0013.tif | PJB173_0014.tif | PJB173_0015.tif | PJB173_0016.tif","Speech"
"PJB:174","Remarks Prepared for P.U.S.H. Convention, Philadelphia, 1975 (1 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 9",3,"PJB174_0001.tif | PJB174_0002.tif | PJB174_0003.tif | PJB174_0004.tif | PJB174_0005.tif | PJB174_0006.tif","Speech"
"PJB:175","Remarks Prepared for P.U.S.H. Convention, Philadelphia, 1975 (2 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 9",6,"PJB175_0001.tif | PJB175_0002.tif | PJB175_0003.tif | PJB175_0004.tif | PJB175_0005.tif | PJB175_0006.tif","Speech"
"PJB:176","Speech concerning blacks in society and proposed changes, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 10",16,"PJB176_0001.tif | PJB176_0002.tif | PJB176_0003.tif | PJB176_0004.tif | PJB176_0005.tif | PJB176_0006.tif | PJB176_0007.tif | PJB176_0008.tif | PJB176_0009.tif | PJB176_0010.tif | PJB176_0011.tif | PJB176_0012.tif | PJB176_0013.tif | PJB176_0014.tif | PJB176_0015.tif | PJB176_0016.tif","Speech"
"PJB:177","Speech concerning the Jewish question, 1975 (1 of 3)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 11",3,"PJB177_0001.tif | PJB177_0002.tif | PJB177_0003.tif","Speech"
"PJB:178","Speech concerning the Jewish question, 1975 (2 of 3)",,"Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 11",3,"PJB178_0001.tif | PJB178_0002.tif | PJB178_0003.tif","Speech"
"PJB:179","Speech concerning the Jewish question, 1975 (3 of 3)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 11",3,"PJB179_0001.tif | PJB179_0002.tif | PJB179_0003.tif","Speech"
"PJB:180","Speech concerning the Jewish question, 1975 (Related Articles)","1975-01-01 to 1975-12-31",,,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 11",3,"PJB180_0001.tif | PJB180_0002.tif | PJB180_0003.tif","Article"
"PJB:181","Speech concerning the 200th Birthday of the United States and black gains, 1975 (1 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 12",18,"PJB181_0001.tif | PJB181_0002.tif | PJB181_0003.tif | PJB181_0004.tif | PJB181_0005.tif | PJB181_0006.tif | PJB181_0007.tif | PJB181_0008.tif | PJB181_0009.tif | PJB181_0010.tif | PJB181_0011.tif | PJB181_0012.tif | PJB181_0013.tif | PJB181_0014.tif | PJB181_0015.tif | PJB181_0016.tif | PJB181_0017.tif | PJB181_0018.tif","Speech"
"PJB:182","Speech concerning the 200th Birthday of the United States and black gains, 1975 (2 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 12",24,"PJB182_0001.tif | PJB182_0002.tif | PJB182_0003.tif | PJB182_0004.tif | PJB182_0005.tif | PJB182_0006.tif | PJB182_0007.tif | PJB182_0008.tif | PJB182_0009.tif | PJB182_0010.tif | PJB182_0011.tif | PJB182_0012.tif | PJB182_0013.tif | PJB182_0014.tif | PJB182_0015.tif | PJB182_0016.tif | PJB182_0017.tif | PJB182_0018.tif | PJB182_0019.tif | PJB182_0020.tif | PJB182_0021.tif | PJB182_0022.tif | PJB182_0023.tif | PJB182_0024.tif","Speech"
"PJB:183","Speech concerning changes in the black struggle, 1975 (by John Britton and Julian Bond)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 13",16,"PJB183_0001.tif | PJB183_0002.tif | PJB183_0003.tif | PJB183_0004.tif | PJB183_0005.tif | PJB183_0006.tif | PJB183_0007.tif | PJB183_0008.tif | PJB183_0009.tif | PJB183_0010.tif | PJB183_0011.tif | PJB183_0012.tif | PJB183_0013.tif | PJB183_0014.tif | PJB183_0015.tif | PJB183_0016.tif","Speech"
"PJB:184","Tribute to Maynard Jackson, Jr., Atlanta's first black mayor (A Roast), 1975 (1 of 4)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 14",5,"PJB184_0001.tif | PJB184_0002.tif | PJB184_0003.tif | PJB184_0004.tif | PJB184_0005.tif","Speech"
"PJB:185","Tribute to Maynard Jackson, Jr., Atlanta's first black mayor (A Roast), 1975 (2 of 4)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 14",7,"PJB185_0001.tif | PJB185_0002.tif | PJB185_0003.tif | PJB185_0004.tif | PJB185_0005.tif | PJB185_0006.tif | PJB185_0007.tif","Speech"
"PJB:186","Tribute to Maynard Jackson, Jr., Atlanta's first black mayor (A Roast), 1975 (3 of 4)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 14",5,"PJB186_0001.tif | PJB186_0002.tif | PJB186_0003.tif | PJB186_0004.tif | PJB186_0005.tif","Speech"
"PJB:187","Tribute to Maynard Jackson, Jr., Atlanta's first black mayor (A Roast), 1975 (4 of 4)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 14",3,"PJB187_0001.tif | PJB187_0002.tif | PJB187_0003.tif","Speech"
"PJB:188","Speech concerning drug addiction and the black community, 1975 (1 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 15",13,"PJB188_0001.tif | PJB188_0002.tif | PJB188_0003.tif | PJB188_0004.tif | PJB188_0005.tif | PJB188_0006.tif | PJB188_0007.tif | PJB188_0008.tif | PJB188_0009.tif | PJB188_0010.tif | PJB188_0011.tif | PJB188_0012.tif | PJB188_0013.tif","Speech"
"PJB:189","Speech concerning drug addiction and the black community, 1975 (2 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 15",13,"PJB189_0001.tif | PJB189_0002.tif | PJB189_0003.tif | PJB189_0004.tif | PJB189_0005.tif | PJB189_0006.tif | PJB189_0007.tif | PJB189_0008.tif | PJB189_0009.tif | PJB189_0010.tif | PJB189_0011.tif | PJB189_0012.tif | PJB189_0013.tif","Speech"
"PJB:190","Speech concerning the conditions of black America, 1975 (1 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 16",10,"PJB190_0001.tif | PJB190_0002.tif | PJB190_0003.tif | PJB190_0004.tif | PJB190_0005.tif | PJB190_0006.tif | PJB190_0007.tif | PJB190_0008.tif | PJB190_0009.tif | PJB190_0010.tif | PJB190_0011.tif | PJB190_0012.tif | PJB190_0013.tif | PJB190_0014.tif | PJB190_0015.tif","Speech"
"PJB:191","Speech concerning the conditions of black America, 1975 (2 of 2)","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 16",7,"PJB191_0001.tif | PJB191_0002.tif | PJB191_0003.tif | PJB191_0004.tif | PJB191_0005.tif | PJB191_0006.tif | PJB191_0007.tif","Speech"
"PJB:192","Speech concerning equal and integrated education, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 17",25,"PJB192_0001.tif | PJB192_0002.tif | PJB192_0003.tif | PJB192_0004.tif | PJB192_0005.tif | PJB192_0006.tif | PJB192_0007.tif | PJB192_0008.tif | PJB192_0009.tif | PJB192_0010.tif | PJB192_0011.tif | PJB192_0012.tif | PJB192_0013.tif | PJB192_0014.tif | PJB192_0015.tif | PJB192_0016.tif | PJB192_0017.tif | PJB192_0018.tif | PJB192_0019.tif | PJB192_0020.tif | PJB192_0021.tif | PJB192_0022.tif | PJB192_0023.tif | PJB192_0024.tif | PJB192_0025.tif","Speech"
"PJB:193","Minority Cooperation, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 18",2,"PJB193_0001.tif | PJB193_0002.tif","Speech"
"PJB:194","School Desegregation in the Seventies: Perspective and Reaffirmation","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 19",12,"PJB194_0001.tif | PJB194_0002.tif | PJB194_0003.tif | PJB194_0004.tif | PJB194_0005.tif | PJB194_0006.tif | PJB194_0007.tif | PJB194_0008.tif | PJB194_0009.tif | PJB194_0010.tif | PJB194_0011.tif | PJB194_0012.tif","Speech"
"PJB:195","School Desegregation in the Seventies: Perspective and Reaffirmation Ephemera","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 19",10,"PJB195_0001.tif | PJB195_0002.tif | PJB195_0003.tif | PJB195_0004.tif | PJB195_0005.tif | PJB195_0006.tif | PJB195_0007.tif | PJB195_0008.tif | PJB195_0009.tif | PJB195_0010.tif","Ephemera"
"PJB:196","Speech concerning black politics and influence in the South, 1975","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 20",10,"PJB196_0001.tif | PJB196_0002.tif | PJB196_0003.tif | PJB196_0004.tif | PJB196_0005.tif | PJB196_0006.tif | PJB196_0007.tif | PJB196_0008.tif | PJB196_0009.tif | PJB196_0010.tif","Speech"
"PJB:197","Speech concerning young professionals and health care, 1975, 1976","1975-01-01 to 1976-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 21",25,"PJB197_0001.tif | PJB197_0002.tif | PJB197_0003.tif | PJB197_0004.tif | PJB197_0005.tif | PJB197_0006.tif | PJB197_0007.tif | PJB197_0008.tif | PJB197_0009.tif | PJB197_0010.tif | PJB197_0011.tif | PJB197_0012.tif | PJB197_0013.tif | PJB197_0014.tif | PJB197_0015.tif | PJB197_0016.tif | PJB197_0017.tif | PJB197_0018.tif | PJB197_0019.tif | PJB197_0020.tif | PJB197_0021.tif | PJB197_0022.tif | PJB197_0023.tif | PJB197_0024.tif | PJB197_0025.tif","Speech"
"PJB:198","Speech concerning black in New York City and their condition on eve of the Bicentennial, [1975]","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 22",8,"PJB198_0001.tif | PJB198_0002.tif | PJB198_0003.tif | PJB198_0004.tif | PJB198_0005.tif | PJB198_0006.tif | PJB198_0007.tif | PJB198_0008.tif","Speech"
"PJB:199","Jimmy Carter: A 'Clean' George Wallace?","1975-01-01 to 1975-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 23",6,"PJB199_0009.tif | PJB199_0010.tif | PJB199_0011.tif | PJB199_0012.tif | PJB199_0013.tif | PJB199_0014.tif","Article"
"PJB:200","Speech concerning black America: its progress and its failures, 1976 January","1976-01-01 to 1976-01-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 24",22,"PJB200_0001.tif | PJB200_0002.tif | PJB200_0003.tif | PJB200_0004.tif | PJB200_0005.tif | PJB200_0006.tif | PJB200_0007.tif | PJB200_0008.tif | PJB200_0009.tif | PJB200_0010.tif | PJB200_0011.tif | PJB200_0012.tif | PJB200_0013.tif | PJB200_0014.tif | PJB200_0015.tif | PJB200_0016.tif | PJB200_0017.tif | PJB200_0018.tif | PJB200_0019.tif | PJB200_0020.tif | PJB200_0021.tif | PJB200_0022.tif","Speech"
"PJB:201","Press Release: Bond will not be an independent third party candidate for President in 1976, 1976 March 15","1976-03-15","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 25",1,"PJB201_0001.tif | PJB201_0002.tif | PJB201_0003.tif | PJB201_0004.tif","Speech"
"PJB:202","Press Release: Bond Appoints Betty Carter Campaign Treasurer, May 7, 1975","1975-05-07","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 25",1,"PJB202_0001.tif | PJB202_0002.tif","Speech"
"PJB:203","What You Can Do To Help Julian Bond Become America's Next President","1975-01-01 to 1976-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 25",1,"PJB203_0001.tif","Pamphlet"
"PJB:204","Bond Campaign Committee Mailer","1975-01-01 to 1976-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 25",1,"PJB204_0001.tif","Pamphlet"
"PJB:205","Campaign Pamphlet: Julian Bond outpoints the best of them, N.Y. Amsterdam News, January 11, 1975","1975-01-01 to 1976-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 25",1,"PJB205_0001.tif","Pamphlet"
"PJB:206","Letter to Prospective Audiences, and Envelope","1975-01-01 to 1976-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 25",2,"PJB206_0001.tif | PJB206_0002.tif","Letter"
"PJB:207","Speech concerning the status of black people during the Bicentennial Year, March 20,1976","1976-03-20","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 26",14,"PJB207_0001.tif | PJB207_0002.tif | PJB207_0003.tif | PJB207_0004.tif | PJB207_0005.tif | PJB207_0006.tif | PJB207_0007.tif | PJB207_0008.tif | PJB207_0009.tif | PJB207_0010.tif | PJB207_0011.tif | PJB207_0012.tif | PJB207_0013.tif | PJB207_0014.tif","Speech"
"PJB:208","Speech concerning Angola and the tragedy of United States foreign policy in Africa, Spring 1976","1976-03-01 to 1976-05-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 27",6,"PJB208_0001.tif | PJB208_0002.tif | PJB208_0003.tif | PJB208_0004.tif | PJB208_0005.tif | PJB208_0006.tif | PJB208_0007.tif | PJB208_0008.tif | PJB208_0009.tif","Speech"
"PJB:209","Political Diary kept by Julian Bond concerning the 1976 Election, 1976 April 11 - June 11 (1 of 2, Handwritten version)","1976-04-11 to 1976-06-11","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 28",50,"PJB209_0001.tif | PJB209_0002.tif | PJB209_0003.tif | PJB209_0004.tif | PJB209_0005.tif | PJB209_0006.tif | PJB209_0007.tif | PJB209_0008.tif | PJB209_0009.tif | PJB209_0010.tif | PJB209_0011.tif | PJB209_0012.tif | PJB209_0013.tif | PJB209_0014.tif | PJB209_0015.tif | PJB209_0016.tif | PJB209_0017.tif | PJB209_0018.tif | PJB209_0019.tif | PJB209_0020.tif | PJB209_0021.tif | PJB209_0022.tif | PJB209_0023.tif | PJB209_0024.tif | PJB209_0025.tif | PJB209_0026.tif | PJB209_0027.tif | PJB209_0028.tif | PJB209_0029.tif | PJB209_0030.tif | PJB209_0031.tif | PJB209_0032.tif | PJB209_0033.tif | PJB209_0034.tif | PJB209_0036.tif | PJB209_0037.tif | PJB209_0038.tif | PJB209_0039.tif | PJB209_0040.tif | PJB209_0041.tif | PJB209_0042.tif | PJB209_0043.tif | PJB209_0044.tif | PJB209_0045.tif | PJB209_0046.tif | PJB209_0047.tif | PJB209_0048.tif | PJB209_0049.tif | PJB209_0050.tif | PJB209_0051.tif | PJB209_0052.tif | PJB209_0053.tif","Essay"
"PJB:210","Political Diary kept by Julian Bond concerning the 1976 Election, 1976 April 11 - June 11 (2 of 2, Typed version)","1976-04-11 to 1976-06-11","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 28",62,"PJB210_0001.tif | PJB210_0002.tif | PJB210_0003.tif | PJB210_0004.tif | PJB210_0005.tif | PJB210_0006.tif | PJB210_0007.tif | PJB210_0008.tif | PJB210_0009.tif | PJB210_0010.tif | PJB210_0011.tif | PJB210_0012.tif | PJB210_0013.tif | PJB210_0014.tif | PJB210_0015.tif | PJB210_0016.tif | PJB210_0017.tif | PJB210_0018.tif | PJB210_0019.tif | PJB210_0020.tif | PJB210_0021.tif | PJB210_0022.tif | PJB210_0023.tif | PJB210_0024.tif | PJB210_0025.tif | PJB210_0026.tif | PJB210_0027.tif | PJB210_0028.tif | PJB210_0029.tif | PJB210_0030.tif | PJB210_0031.tif | PJB210_0032.tif | PJB210_0033.tif | PJB210_0034.tif | PJB210_0035.tif | PJB210_0036.tif | PJB210_0037.tif | PJB210_0038.tif | PJB210_0039.tif | PJB210_0040.tif | PJB210_0041.tif | PJB210_0042.tif | PJB210_0043.tif | PJB210_0044.tif | PJB210_0045.tif | PJB210_0046.tif | PJB210_0047.tif | PJB210_0048.tif | PJB210_0049.tif | PJB210_0050.tif | PJB210_0051.tif | PJB210_0052.tif | PJB210_0053.tif | PJB210_0054.tif | PJB210_0055.tif | PJB210_0056.tif | PJB210_0057.tif | PJB210_0058.tif | PJB210_0059.tif | PJB210_0060.tif | PJB210_0061.tif | PJB210_0062.tif | PJB210_0063.tif | PJB210_0064.tif","Essay"
"PJB:211","To Julian Bond from Jean Carey Bond, May 12, 1976","1976-05-12",,"Bond, Julian","Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 28",3,"PJB211_0001.tif | PJB211_0002.tif | PJB211_0003.tif","Letter"
"PJB:308","Speech before the NCDH/Southern Regional Council Housing Conference, 1973 October 15 (2 of 3)","1973-10-14","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 14",15,"PJB308_0001.tif | PJB308_0002.tif | PJB308_0003.tif | PJB308_0004.tif | PJB308_0005.tif | PJB308_0006.tif | PJB308_0007.tif | PJB308_0008.tif | PJB308_0009.tif | PJB308_0010.tif | PJB308_0011.tif | PJB308_0012.tif | PJB308_0013.tif | PJB308_0014.tif | PJB308_0015.tif","Speech"
"PJB:309","Speech before the NCDH/Southern Regional Council Housing Conference, 1973 October 15 (3 of 3)","1970-12-01 to 1970-12-31","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 14",14,"PJB309_0001.tif | PJB309_0002.tif | PJB309_0003.tif | PJB309_0004.tif | PJB309_0005.tif | PJB309_0006.tif | PJB309_0007.tif | PJB309_0008.tif | PJB309_0009.tif | PJB309_0010.tif | PJB309_0011.tif | PJB309_0012.tif | PJB309_0013.tif | PJB309_0014.tif","Speech"
